ITEMBMBR,itemdesc,COSTO_ACT,ULTIMO_COSTO,MODIFDT,ITMCLSCD,PORCENTAJE,METODO_PRECIO,UOFM,QTYBSUOM,PRECIO_UC,PRECIO_CA,PVP,USCATVLS_4
NMATE3325,ANTI - SHIGELLA FLEXNERI TIPO 1 AL 6 GPO 3,"7.710,22","14.728,57",26/01/2017,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","37.263,28","19.506,84","37.263,28",MaterialL  
NMATE3326,ANTI-SHIGELLA II,"707,32","1.844,95",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.667,73","1.789,52","4.667,73",MaterialL  
NMATE3327,ANTI- SHIGELLA III,"705,35","1.839,04",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.652,77","1.784,53","4.652,77",MaterialL  
NMATE3329,DRENAJE BLAKE 15 FR,"757,39","34.605,38",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","87.551,61","1.916,19","87.551,61",MaterialMQ 
NMATE3330,ANTI SALMONELLA II F-67 X 1ML,"679,67","1.782,07",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.508,64","1.719,57","4.508,64",MaterialL  
NMATE3331,CATETER PICC 2 LUMEN 6 FR X 60 CM,"2.730,00","7.152,60",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","18.096,08","6.906,90","18.096,08",MaterialMQ 
NMATE3332,SPIROBALL,"338,42","915,53",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","2.316,30","856,20","2.316,30",MaterialMQ 
NMATE3334,SHAMPOO SEDAL 350ML,"26,90","70,48",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","178,31","68,06","178,31",MaterialMQ 
NMATE3335,ACONDICIONADOR SEDAL 350ML,"36,36","95,26",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","241,02","91,99","241,02",MaterialMQ 
NMATE3336,SISTEMA PLACA 1/3 DE TUBO 7 ORIFICIOS + TORNILLOS CORTICAL,"17.400,00","45.588,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","115.337,64","44.022,00","115.337,64",MaterialMQ 
NMATE3337,SUTURA MERSELINE 5MM X 30 CM RS21,"1.212,00","4.512,87",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","11.417,56","3.066,35","11.417,56",MaterialMQ 
NMATE3338,SUTURA ETHIBOND 424H,"104,90","274,59",01/12/2016,MATE       ,"489.500,00",MONTO MONETARIO,UNIDAD   ,"1,00000","1.344.409,68","513.571,31","489.500,00",MaterialMQ 
NMATE3339,BOLSA ENTERAL 500ML ALCOR E-0500-V,"87,94","229,62",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","580,93","222,49","580,93",MaterialMQ 
NMATE3340,BOLSA ENTERAL 1200ML ALCOR E-1200-V,"492,13","2.347,52",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","5.939,23","1.245,10","5.939,23",MaterialMQ 
NMATE3341,CAPSULA N° 0,"0,12","0,31",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","0,79","0,30","0,79",MaterialMQ 
NMATE3342,SULFOLYSER 1.5 (HGB) SLS-210A,"4.753,17","12.453,31",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","31.506,86","12.025,52","31.506,86",MaterialL  
NMATE3343,SISTEMA 130° PARA CADERA 1 PLACA DOBLE ANGULADA + TORNILLOS CORTICAL AUTORROSCANTES,"17.816,00","46.677,92",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","118.095,14","45.074,48","118.095,14",MaterialMQ 
NMATE3344,MMBPT5A20 - TRADUCTOR 1 VIA UTAH,"2.206,14","7.846,90",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","19.852,66","5.581,53","19.852,66",MaterialMQ 
NMATE3345,PLACA CARPAL BUTTON,"13.850,00","36.287,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","91.806,11","35.040,50","91.806,11",MaterialMQ 
NMATE3346,PLACA ANATOMICA DE CLAVICULA,"17.112,00","44.833,44",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","113.428,60","43.293,36","113.428,60",MaterialMQ 
NMATE3347,HUESO LIOFILIZADO MOLIDO CORTICO 15CC,"14.480,00","37.937,60",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","95.982,13","36.634,40","95.982,13",MaterialMQ 
NMATE3348,HUESO LIOFILIZADO MOLIDO CORTICO 30CC,"25.640,00","67.176,80",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","169.957,30","64.869,20","169.957,30",MaterialMQ 
NMATE3349,TUBO ENDOTRAQUEAL 8.0MM (C/BALON LARGO ),"28,80","75,46",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","190,90","72,86","190,90",MaterialMQ 
NMATE3350,TUBO ENDOTRAQUEAL 7.5MM ( C/BALON LARGO ),"706,08","1.849,93",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.680,32","1.786,38","4.680,32",MaterialMQ 
NMATE3351,CIRCUITO CPAP CON MASCARA FACIAL ADULTO,"1.129,08","3.352,76",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","8.482,48","2.856,58","8.482,48",MaterialMQ 
NMATE3352,IMPLANTES MAMARIO TEXTURIZADO,"6.250,00","16.375,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","41.428,75","15.812,50","41.428,75",MaterialMQ 
NMATE3353,TORNILLO CORTICAL STARDRIVE AUTORROSCANTE DE 2.4MM,"3.870,00","10.139,40",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","25.652,68","9.791,10","25.652,68",MaterialTr 
NMATE3354,LINER (PIEZA),"55.500,00","145.410,00",01/12/2016,MATE       ,"78,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","258.829,80","98.790,00","258.829,80",MaterialMQ 
NMATE3355,AMPOLLA DE AMPROLENE (UND),"3.746.363,74","4.537.100,00",02/02/2018,MATE       ,"78,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","8.076.038,00","6.668.527,46","8.076.038,00",MaterialMQ 
NMATE3356,TORNILLO CORTICAL COMPACT HAND 2.0MM CRUCIFORME AUTORROSCANTE,"1.500,00","3.930,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","9.942,90","3.795,00","9.942,90",MaterialTr 
NMATE3358,SUTURA POPLOK,"12.000,00","31.440,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","79.543,20","30.360,00","79.543,20",MaterialMQ 
NMATE3359,SISTEMA DYNESYS 2 NIVEL,"64.390,00","168.701,80",01/12/2016,MATE       ,"78,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","300.289,20","114.614,20","300.289,20",MaterialMQ 
NMATE3360,VALVULA PEEP 2.5 CMH20,"433,13","1.134,79",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","2.871,02","1.095,81","2.871,02",MaterialMQ 
NMATE3361,VALVULA PEEP 5.0 CMH20,"1.083,21","2.838,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","7.180,14","2.740,51","7.180,14",MaterialMQ 
NMATE3362,VALVULA PEEP 7.5 CMH20,"522,67","1.369,40",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","3.464,57","1.322,36","3.464,57",MaterialMQ 
NMATE3363,VALVULA PEEP 10 CMH20,"522,67","1.369,40",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","3.464,57","1.322,36","3.464,57",MaterialMQ 
NMATE3364,AEROCHAMBER C/ MASCARA PEDIATRICO,"604,96","1.642,35",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.155,14","1.530,55","4.155,14",MaterialMQ 
NMATE3365,TUTOR EXTERNO PARA MUNECA,"31.250,00","81.875,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","207.143,75","79.062,50","207.143,75",MaterialMQ 
NMATE3366,SISTEMA ESPACIADOR DE CEMENTO CON GENTAMICINA,"19.931,24","52.219,85",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","132.116,22","50.426,04","132.116,22",MaterialMQ 
NMATE3368,ECO-D ECOTERGENT COBAS 60ML REF. 05422485190,"8.361,32","21.906,65",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","55.423,81","21.154,13","55.423,81",MaterialL  
NMATE3369,5208505 - AGUJA DE PUNCION 18G X 70 - BRAUN (DEPOSITO PRINCIPAL),"60,00",,,MATEH      ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"151,80","151,80",MaterialHe 
NMATE3370,6693-41 - GUIA DIAGNOSTICA 0.035 X 150 EN J - MERIT MEDICAL (DEPOSITO PRINCIPAL),"5.100,00","13.362,00",01/12/2016,MATEH      ,"57.456,60",MONTO MONETARIO,UNIDAD   ,"1,00000","7.690.712,89","2.935.386,60","57.456,60",MaterialHe 
NMATE3371,PSI-6F-11-038 - INTRODUCTOR 6 FR - MERIT MEDICAL (DEPOSITO PRINCIPAL),"4.800,00","12.576,00",01/12/2016,MATEH      ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","31.817,28","12.144,00","31.817,28",MaterialHe 
NMATE3372,7779-73 CATETER DIAGNOSTICO (3.5JR-3.5JL- PIG) 5 FR - MERIT MEDICAL (DEPOSITO PRINCIPAL),"634,00","1.661,08",01/12/2016,MATEH      ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.202,53","1.604,02","4.202,53",MaterialHe 
NMATE3373,7560-23 MULTIPACK DIAGNOSTICO (4.0 JR-4.0 JL-PIG) 5 FR - MERIT MEDICAL (DEPOSITO PRINCIPAL),"520,00","1.362,40",01/12/2016,MATEH      ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","3.446,87","1.315,60","3.446,87",MaterialHe 
NMATE3374,5011549 - CATETER DIAGNOSTICO JL4.0-JR4.0-PIGTAIL 5FR- BRAUN (DEPOSITO PRINCIPAL),"567,39","1.289,83",01/12/2016,MATEH      ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","3.263,26","1.435,49","3.263,26",MaterialHe 
NMATE3375,5011531- TUBO (EXTENSION) ALTA PRESION 120CM X1200 PSI- BRAUN (DEPOSITO PRINCIPAL),"203,53","563,30",01/12/2016,MATEH      ,"2.422,19",MONTO MONETARIO,UNIDAD   ,"1,00000","14.207,50","5.133,47","2.422,19",MaterialHe 
NMATE3376,PROTESIS DE RODILLA GENESIS,"91.398,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"231.236,94","231.236,94",MaterialMQ 
NMATE3377,SISTEMA KIPHOPLASTIA DE 1 NIVEL,"38.980,00","102.127,60",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","258.382,83","98.619,40","258.382,83",MaterialMQ 
NMATE3378,PANAL P/BEBE T/XG X 32,"154,79","405,53",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","1.026,00","391,61","1.026,00",MaterialMQ 
NMATE3379,ROTULA TUBO A TUBO (TIBIA / PERONE) 210.010,"750,00","1.965,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.971,45","1.897,50","4.971,45",MaterialMQ 
NMATE3380,ROTULA SIMPLE (TIBIA / PERONE) 210.002,"750,00","1.965,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.971,45","1.897,50","4.971,45",MaterialMQ 
NMATE3381,PANAL P/BEBE T/P X 24,"53,23","121,84",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","308,25","134,68","308,25",MaterialMQ 
NMATE3382,ROTULA PEQUE?A 4.0 X 2.5 (BRAZO) 213.001,"750,00","1.965,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.971,45","1.897,50","4.971,45",MaterialMQ 
NMATE3383,3383 - TUTOR EXTERNO P/ MUÑECA,"210.000,00","210.000,00",01/03/2017,MATE       ,"78,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","373.800,00","373.800,00","373.800,00",MaterialMQ 
NMATE3384,3384 - SISTEMA BIOSTETIC GRANULOS + MATRIZ OSEA + INSTRUMENTACION,"47.703,80","124.983,96",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","316.209,41","120.690,61","316.209,41",MaterialMQ 
NMATE3385,AGUJA DE KIRSCHNER 3.0 X 150,"470,59","2.620,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","6.628,60","1.190,59","6.628,60",MaterialTr 
NMATE3387,GRAPAS TIPO U 2.0 MM X 20 MM,"700,00","1.834,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","4.640,02","1.771,00","4.640,02",MaterialMQ 
NMATE3388,AGAR TRIPLE SUGAR IRON  (TSI) X 500GR BBL DIFCO LABORATORIO,"6,86","18,34",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","46,40","17,36","46,40",MaterialMQ 
NMATE33887,ALQUILER DE INSTRUMENTAL ESPECIAL,"3.800,00","9.956,00",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","25.188,68","9.614,00","25.188,68",MaterialMQ 
NMATE3389,TORNILLO SCHANZ 2.5 / 100 MM,"375,00","982,50",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","2.485,73","948,75","2.485,73",MaterialTr 
NMATE3390,12-004924 - AGUJA PEDIATRICA 21G,"173,44","534,06",01/12/2016,MATEH      ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","1.351,17","438,81","1.351,17",MaterialHe 
NMATE3391,HNBR5.0-38-100-P-NS-SIM2 / (31-435) - CATETER ANGIOGRAFICO SIM2 5 FR,"818.000,00","818.000,00",15/12/2017,MATEH      ,"78,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","1.456.040,00","1.456.040,00","1.456.040,00",MaterialHe 
NMATE3392,ANA DETECT (ANTICUERPOS ANTINUCLEARES X 96 POZOS) ORGENTEC,"8.736,00","22.888,32",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","57.907,45","22.102,08","57.907,45",MaterialL  
NMATE3393,3393 - PLACA CLAVICULAR CON GANCHO DERECHA DE 4 ORIFICIOS,"17.112,00","44.833,44",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","113.428,60","43.293,36","113.428,60",MaterialMQ 
NMATE3394,DISCO CLORANFENICOL 30UG CARTUCHO X 50 DISCOS *NEVERA # 2,"61,60","161,39",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","408,32","155,85","408,32",MaterialL  
NMATE3395,SURGICEL UNIVERSAL,"2.504.320,00","3.057.600,00",16/02/2018,MATE       ,"78,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","5.442.528,00","4.457.689,60","5.442.528,00",MaterialMQ 
NMATE3396,PHOSPHOLIPID SCRENN ELISA X 96 TEST,"11.177,60","29.285,31",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","74.091,84","28.279,33","74.091,84",MaterialL  
NMATE3398,PERCUTOR PEDIATRICO,"250,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"632,50","632,50",MaterialMQ 
NMATE3399,TUBO VALVULADO,"43.500,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"110.055,00","110.055,00",MaterialMQ 
NMATE3400,OPASTER 5L GARRRAFA,"1.091,02","2.858,46",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,GARRAFA  ,"1,00000","7.231,90","2.760,27","7.231,90",MaterialMQ 
NMATE3402,MUÑEQUERA C/FERULA IZQUIERDA T/X L,"185,66","486,44",01/12/2016,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","1.230,69","469,73","1.230,69",MaterialMQ 
NMATE3403,3403 - SISTEMA ARTICULAR PARA FIJACION OCCIPITO CERVICAL POSTERIOR 2 NIVELES,"78.980,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"199.819,40","199.819,40",MaterialMQ 
NMATE3404,LANCETA SAPHIRE **(X UNIDAD) (MEDISMART),"79,95","324,91",06/06/2017,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000","822,03","202,27","822,03",MaterialMQ 
NMATE3406,AGUJA DE KIRSCHNER 292.300 L150 MM,"108,69",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"274,99","274,99",MaterialTr 
NMATE3407,BROCA 1.5MM PEQUEÑOS FRAGMENTOS,"347,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"878,59","878,59",MaterialTr 
NMATE3408,BROCA 2.7MM PEQUEÑOS FRAGMENTOS,"347,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"878,59","878,59",MaterialTr 
NMATE3409,BROCA MACHO 2.7MM PEQUEÑOS FRAGMENTOS,"828,24",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"2.095,45","2.095,45",MaterialTr 
NMATE3410,BROCA MACHO 3.5MM PEQUEÑOS FRAGMENTOS,"828,24",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"2.095,45","2.095,45",MaterialTr 
NMATE3411,BROCA MACHO 4.5MM GRANDES FRAGMENTOS,"828,24",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"2.095,45","2.095,45",MaterialTr 
NMATE3412,CLAVO KUNSHER 10X32,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3413,CLAVO KUNSHER 03X04,"76,14",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"192,63","192,63",MaterialTr 
NMATE3414,CLAVO KUNSHER 05X38,"76,14",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"192,63","192,63",MaterialTr 
NMATE3415,CLAVO KUNSHER 08X26,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3416,CLAVO KUNSHER 08X36,"83,81",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"212,04","212,04",MaterialTr 
NMATE3418,CLAVO KUNSHER 08X42,"83,81",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"212,04","212,04",MaterialTr 
NMATE3419,CLAVO KUNSHER 09X26,"83,81",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"212,04","212,04",MaterialTr 
NMATE3420,CLAVO KUNSHER 09X28,"76,14",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"192,63","192,63",MaterialTr 
NMATE3421,CLAVO KUNSHER 09X30,"76,14",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"192,63","192,63",MaterialTr 
NMATE3422,CLAVO KUNSHER 13 X 23,"446,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.129,06","1.129,06",MaterialTr 
NMATE3423,CLAVO KUNSHER 09X32,"76,14",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"192,63","192,63",MaterialTr 
NMATE3424,CLAVO KUNSHER 09X34,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3425,CLAVO KUNSHER 09X36,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3426,CLAVO KUNSHER 13 X 28,"446,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.129,06","1.129,06",MaterialTr 
NMATE3427,CLAVO KUNSHER 09X38,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3428,CLAVO KUNSHER 09X42,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3429,CLAVO KUNSHER 10X26,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3430,CLAVO KUNSHER 10X30,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3431,CLAVO KUNSHER 10X38,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3432,CLAVO KUNSHER 10X42,"50,40",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"127,51","127,51",MaterialTr 
NMATE3433,CLAVO KUNSHER 10X46,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3434,CLAVO KUNSHER 13 X 34,"152,32",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"385,37","385,37",MaterialTr 
NMATE3435,CLAVO KUNSHER 11X30,"446,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.129,06","1.129,06",MaterialTr 
NMATE3436,CLAVO KUNSHER 13 X 36,"152,32",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"385,37","385,37",MaterialTr 
NMATE3437,CLAVO KUNSHER 13 X 38,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3438,CLAVO KUNSHER 13 X 42,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3441,CLAVO KUNSHER 11X34,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3443,CLAVO KUNSHER 11X36,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3444,CLAVO KUNSHER 11X38,"315,00",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"796,95","796,95",MaterialTr 
NMATE3445,CLAVO KUNSHER 14 X 12,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3446,CLAVO KUNSHER 11X40,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3447,CLAVO KUNSHER 11X44,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3448,CLAVO KUNSHER 14 X 24,"152,32",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"385,37","385,37",MaterialTr 
NMATE3449,CLAVO KUNSHER 12X14,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3450,CLAVO KUNSHER 12X32,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3451,CLAVO KUNSHER 12X34,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3452,CLAVO KUNSHER 12X38,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3453,CLAVO KUNSHER 14 X 36,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3454,CLAVO KUNSHER 12X36,"446,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.129,06","1.129,06",MaterialTr 
NMATE3455,CLAVO KUNSHER 14 X 38,"427,50",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.081,58","1.081,58",MaterialTr 
NMATE3456,CLAVO KUNSHER 12X42,"446,27",,,MATE       ,"153,00",% BENEFICIO COSTO ACTUAL,UNIDAD   ,"1,00000",,"1.129,06","1.129,06",MaterialTr 
