CODIGO;DESCRIPCION;Present.;PRECIO
GRAV0028;ESTERILIZACION A VAPOR PAQUETE MEDIANO;UNISERV;8.705,16
GRAV0029;ESTERILIZACION A VAPOR PAQUETE GRANDE;UNISERV;20.127,11
GRAV0030;ESTERILIZACION A VAPOR CAJA PEQUENA;UNISERV;40.518,77
GRAV0031;ESTERILIZACION A VAPOR CAJA MEDIANA;UNISERV;97.034,04
GRAV0032;ESTERILIZACION A VAPOR CAJA GRANDE;UNISERV;195.088,65
GRAV0033;ESTERILIZACION A VAPOR CAJA EXTRA GRANDE;UNISERV;390.209,35
GRAV0034;ESTERILIZACION BULTO QUIRURGICO;UNISERV;54.307,47
HEMO0001;USO DE AGUJA DE PUNCION VASCULAR;UNISERV;2.970,00
HEMO0002;USO DE BALON CORONARIO;UNISERV;97.900,00
HEMO0003;USO DE BALON CAROTIDEO / PERIFERICO;UNISERV;495.000,00
HEMO0004;USO DE CATETER ANGIOGRAFICO DIAGNOSTICO;UNISERV;15.180,00
HEMO0005;USO DE CATETER GUIA;UNISERV;15.180,00
HEMO0006;USO DE CATETER GUIA PARA CAROTIDAS;UNISERV;7.150,00
HEMO0007;USO DE FILTRO DE PROTECCION PARA CAROTIDAS;UNISERV;47.850,00
HEMO0008;USO DE GUIA ANGIOPLASTIA CORONARIA;UNISERV;45.320,00
HEMO0009;USO DE GUIA DIAGNOSTICO;UNISERV;15.620,00
HEMO0010;USO DE GUIA HIDROFILICA;UNISERV;5.390,00
HEMO0011;USO DE INTRODUCTOR;UNISERV;16.610,00
HEMO0013;USO DE KIT INFLADOR;UNISERV;25.520,00
HEMO0014;USO DE LINEA CONEXION ALTA PRESION;UNISERV;550
HEMO0015;USO DE TRADUCTOR 1 VIA;UNISERV;3.520,00
HEMO0016;DERECHO A SALA Y FLUROSCOPIA DX;UNISERV;312.400,00
HEMO0017;DERECHO A SALA Y FLUROSCOPIA DX + TERAPEUTICO;UNISERV;731.800,00
HEMO0018;DERECHO A SALA Y FLUROSCOPIA TERAPEUTICO;UNISERV;570.700,00
HEMO0019;DERECHO A SALA Y FLUROSCOPIA CIERRES;UNISERV;731.800,00
HEMO0020;DERECHO A SALA Y FLUROSCOPIA ENDOPROTESIS Y EMBOLIZACIONES;UNISERV;945.600,00
HEMO0021;DERECHO SALA Y FLUOROSCOPIA ELECTROFISIOLOGO DX;UNISERV;312.400,00
HEMO0022;DERECHO SALA Y FLUOROSCOPIA ELECTROFISIOLOGO DX + TERAPÉUTICO;UNISERV;731.800,00
HEMO0023;CABLE CONEXION 4 POLOS 244 CM;UNISERV;2.220,90
HEMO0024;CATETER RF CONDUCTOR MC 7FR DECAPOLAR;UNISERV;7.775,90
HEMO0025;CATETER 5FR 6FR TETRAPOLAR;UNISERV;4.826,80
HEMO0026;USO DE INTRODUCTOR 6FR-7FR X25 LARGO;UNISERV;6.710,00
HEMO0027;USO DE DISPOSABLE PULLBACK;UNISERV;4.950,00
HEMO0028;DERECHO A SALA SAFENECTOMIA UNILATERAL;UNISERV;312.400,00
HEMO0029;DERECHO A SALA SAFENECTOMIA BILATERAL;UNISERV;370.000,00
HEMO0030;USO DE CATETER IVUS;UNISERV;38.500,00
HEMO0031;USO DE KIT CATETER DE ASPIRACION DE TROMBO;UNISERV;23.650,00
HEMO0040;DERECHO A SALA Y FLUOROSCOPIA ELECTROFISIOLOGO TERAPEUTICO;UNISERV;570.700,00
HEMO0041;ARTERIOGRAFIA;UNISERV;4.550,00
HEMO0043;PROCEDIMIENTO DIAGNOSTICO;UNISERV;3.600,00
HEMO0044;PROCEDIMIENTO TERAPEUTICO;UNISERV;4.300,00
HEMO0045;TONOMETRIA ARTERIAL;UNISERV;2.600,00
HEMO0046;VENTRICULOGRAMA;UNISERV;2.900,00
HEMO0047;9-PLUG-012 - PLUG VASCULAR I DE AMPLATZER;UNISERV;15.120,49
HEMO0048;USO DE CABLE DE CONEXIÓN CATÉTER RF A ATAKR 366CM (VERDE);UNISERV;16.260,20
HEMO0049;USO DE CONECTOR PARA CATÉTER TETRAPOLAR (AMARILLO);UNISERV;10.568,80
HEMO0050;USO DE CABLE DE CONEXIÓN 10 POLOS 244CM (AZUL);UNISERV;13.365,00
HEMO0051;USO DE CATÉTER ABLACIÓN MARINR MC 7 FR;UNISERV;224.983,00
HEMO0052;USO DE CATÉTER TETRAPOLAR TORQR 6FR;UNISERV;23.807,30
HEMO0053;DERECHO POLÍGRAFO ELECTROFISIOLOGÍA;UNISERV;256.500,00
HEMO0054;MANEJO DE DESECHOS HOSPITALARIOS HEMO;UNISERV;57.600,00
HEMO0055;DIGITALIZACION HEMO;UNISERV;773.000,00
HEMO0056;SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDIOS DIAGNOSTICO-HEMODINAMIA;UNISERV;97.000,00
HEMO0057;SERVICIO DE PREPARACION DE PACIENTE Y PROTOCOLO PARA REALIZACION DE ESTUDIOS TERAPEUTICO-HEMODINAMIA;UNISERV;473.600,00
HEMO0058;IMPRESION EN PELICULA 14X17 (HEMO);UNISERV;9.009,00
HEMO0059;DIGITALIZACION HEMO-TERAPEUTICO(ANGIOPLASTIA Y STENT CORONARIO Y CAROTIDEO);UNISERV;1.220.200,00
HEMO0060;DIGITALIZACION HEMO -ELECTROFISIOLOGICO;UNISERV;409.500,00
HEMO0061;USO DE CATETER ABLACIÓN FTA CONTACTR SC 7 FR;UNISERV;427.515,00
HOSP0007;CATETER DE DIALISIS C/CIRCUITO;UNISERV;82
HOSP0008;COLCHON ANTI-ESCARAS;UNISERV;103.507,18
HOSP0009;CONSUMO DE TELEFONO;UNISERV;1
HOSP0010;COSTO DE MEZCLAS;UNISERV;7.640,00
HOSP0012;COSTO POR MANEJO Y ESTERELIZACION DE PROTESIS;UNISERV;5.666,00
HOSP0013;COSTO TRATAMIENTO ANTINEOPLASICO;UNISERV;7.719,80
HOSP0029;EXAMEN DE GLICEMIA ADULTO;UNISERV;121
HOSP0030;EXAMEN DE GLICEMIA REC. NACIDO;UNISERV;121
HOSP0031;EXAMENES;UNISERV;1
HOSP0032;FASE ANGIOGRAFICA;UNISERV;4
HOSP0033;FOTOTERAPIAS;UNISERV;865,7
HOSP0035;HABITACION PRIVADA;UNISERV;2.760,00
HOSP0036;HABITACION SEMI-PRIVADA;UNISERV;1.650,00
HOSP0037;HABITACION SUITE EJECUTIVA;UNISERV;31.460,00
HOSP0038;HABITACION SUITE ESTANDAR;UNISERV;31.145,40
HOSP0039;HABITACION SUITE JUNIOR;UNISERV;31.460,00
HOSP0040;SERVICIO DE UCI;UNISERV;5.640,00
HOSP0047;HOSPITALIZACION RETEN;UNISERV;2.760,00
HOSP0085;TRASLADO VEH. POLICLINICA;UNISERV;10.000,00
HOSP0088;SERVICIO UCI RETEN;UNISERV;5.640,00
HOSP0094;DIALISIS;UNISERV;200
HOSP0095;USO DE EQUIPO DE ELECTROCAUTERIO EN RX;UNISERV;154
HOSP0096;USO DE EQUIPO DHS, DCS;UNISERV;2.013,00
HOSP0098;USO DE EQUIPO VIDEO R.T.U;UNISERV;1.729,20
HOSP0100;USO DE OXIMETRIA DIGITAL U.C.I;UNISERV;71
HOSP0101;USO DE TELEMETRIA;UNISERV;165.400,00
HOSP0109;USO HISTEROSCOPIO;UNISERV;1.889,00
HOSP0110;USO INMOVILIZADOR DE RODILLA;UNISERV;184,8
HOSP0115;USO FIJADOR EXTERNO PARA  CODO;UNISERV;86
HOSP0116;ELECTROCARDIOGRAMA;UNISERV;100.000,00
HOSP0117;TRASLADO AMBULANCIA CASCO CIUDAD;UNISERV;15.000,00
HOSP0118;SERVICIO RETEN;UNISERV;2.760,00
HOSP0119;HABITACION SEMI-PRIVADA2;UNISERV;1.650,00
HOSP0120;HONORARIO NEFROLOGIA;UNISERV;250.000,00
HOSP0121;COSTO DE MEZCLAS NUTRICION PARENTERAL;UNISERV;8.585,50
HOSP0122;COSTO DE MEZCLAS TRATAMIENTO ANTINEOPLASICO;UNISERV;7.719,80
HOSP0123;MANEJO DE DESECHOS HOSPITALARIOS HOSP;UNISERV;14.800,00
HOSP0124;MANEJO DE DESECHOS HOSPITALARIOS UCI;UNISERV;1.416,00
HOSP0125;MANEJO DE DESECHOS HOSPITALARIOS RETEN;UNISERV;12.600,00
HOSP0126;CONSULTA EXTERNA MEZCLAS;UNISERV;3.726,80
HOSP0127;TERAPIA INOTROPICA VASOPRESORA I;UNISERV;17.540,00
HOSP0128;TERAPIA INOTROPICA VASOPRESORA II;UNISERV;2.197,00
HOSP0131;PROTOCOLO DESINFECCION DE AMBIENTE RETEN;UNISERV;865,7
HOSP0132;MEDICO RESIDENTE;UNISERV;15.972,00
HOSP0133;MEDICO RESIDENTE UCI;UNISERV;23.498,20
HOSP0134;TERAPIA DE REVERSION DEL BLOQUEO NEUROMUSCULAR;UNISERV;5.133,00
HOSP0135;TERAPIA HEMOSTATICA;UNISERV;10.505,00
HOSP0136;EQUIPO DE MONITOREO UCI;UNISERV;3.407,80
HOSP0137;TERAPIA ANESTESICA;UNISERV;123.874,00
HOSP0138;TERAPIA ANTIARRITMICA;UNISERV;18.162,00
HOSP0139;TERAPIA ANTICOAGULANTE;UNISERV;124.933,00
HOSP0140;PREPARACION PAC ESPECIALIZADO AQ-TRAUMATOLOGIA;UNISERV;1.900.000,00
MISC0034;TRAMITE ADMINISTRATIVO;UNIDAD;10.000,00
LAB0001;17-OH PROGESTERONA;UNISERV;730
LAB0002;ACIDO FOLICO;UNISERV;583
LAB0003;ACIDO URICO EN ORINA 24H;UNISERV;200
LAB0004;ACIDO URICO EN ORINA PARCIAL;UNISERV;100
LAB0005;ACIDO URICO SERICO;UNISERV;100
LAB0006;ACIDO VALPROICO;UNISERV;583
LAB0008;ALBUMINOMETRIA EN ORINA (24H);UNISERV;200
LAB0009;ALBUMINOMETRIA EN ORINA PARCIAL;UNISERV;140
LAB0010;ALDOSTERONA;UNISERV;583
LAB0011;ALFAFETOPROTEINAS (AFP);UNISERV;212
LAB0012;AMILASA EN ORINA DE 24H;UNISERV;200
LAB0013;AMILASA EN ORINA PARCIAL;UNISERV;100
LAB0014;AMILASA SERICA;UNISERV;100
LAB0015;AMONIO;UNISERV;1.250,00
LAB0016;ANDROSTENEDIONA;UNISERV;583
LAB0017;ANTI-ANTIGENO E HEPATITIS B;UNISERV;232
LAB0018;ANTICARDIOLIPINA IGG;UNISERV;350
LAB0019;ANTICARDIOLIPINA IGM;UNISERV;350
LAB0020;ANTI-CORE IGM HEPATITIS B;UNISERV;232
LAB0021;ANTI-CORE TOTAL HEPATITIS B;UNISERV;232
LAB0022;ANTICUAGULANTE LUPICO;UNISERV;1.957,00
LAB0023;ANA SCREEN (CEN-B, JO-1, SC-70, SM/RNP, SS-A, SS-B, DNA, SM, NUCLEOSOMA);UNISERV;1.157,00
LAB0024;ANTICUERPOS ANTI-ADN DOBLE CADENA;UNISERV;232
LAB0025;ANTICUERPOS ANTI-MICROSOMAL (TPO);UNISERV;583
LAB0026;ANTICUERPOS ANTINUCLEARES (ANA);UNISERV;232
LAB0027;ANTICUERPOS ANTI-TIROGLOBULINA (TGB);UNISERV;583
LAB0028;ANTICUERPOS HEPATITIS C;UNISERV;25.276,00
LAB0029;ANTIESTREPTOLISINA O (ASTO);UNISERV;232
LAB0030;ANTIGENO CARCIOEMBRIONARIO (CEA);UNISERV;212
LAB0031;ANTIGENO DE SUPERFICIE HEPATITIS B;UNISERV;232
LAB0032;ANTIGENO STREPTOCOCCUS PYOGENES;UNISERV;323
LAB0035;ASCITICO CITOQUIMICO DE LIQUIDO;UNISERV;2.000.000,00
LAB0036;AUTOANTICUERPOS DE VIMENTINA CITRULINADA (ANTI-MCV);UNISERV;618
LAB0037;AZUCARES REDUCTORES;UNISERV;140
LAB0038;BILIRRUBINA TOTAL Y FRACCIONADA;UNISERV;200
LAB0039;BORDETELLA PERTUSSIS IGM;UNISERV;2.748,00
LAB0040;CA 125;UNISERV;212
LAB0041;CA 15-3;UNISERV;212
LAB0042;CA 19-9;UNISERV;212
LAB0043;CALCIO EN ORINA DE 24 H;UNISERV;200
LAB0044;CALCIO EN ORINA PARCIAL;UNISERV;100
LAB0045;CALCIO SERICO;UNISERV;100
LAB0046;CARBAMAZEPINA (TEGRETOL);UNISERV;583
LAB0047;CELULAS LE;UNISERV;6.644,13
LAB0048;CHLAMYDIA TRACHOMATIS IGG/ IGM;UNISERV;252.000,00
LAB0049;CHLAMYDOPHILA PNEUMONIAE IGM;UNISERV;349.000,00
LAB0050;CITOMEGALOVIRUS IGG;UNISERV;583
LAB0051;CITOMEGALOVIRUS IGM;UNISERV;583
LAB0052;CITOQUIMICO DE LIQUIDO CEFALORRAQUIDEO;UNISERV;2.000.000,00
LAB0053;CITOQUIMICO DE LIQUIDO PLEURAL;UNISERV;2.000.000,00
LAB0054;CITOQUIMICO DE OTROS LIQUIDOS;UNISERV;2.000.000,00
LAB0055;CK TOTAL;UNISERV;254
LAB0056;CK-MB;UNISERV;254
LAB0057;CLORO;UNISERV;100
LAB0058;CLORO EN ORINA DE 24H;UNISERV;200
LAB0059;CLORO EN ORINA PARCIAL;UNISERV;100
LAB0060;COCAINA;UNISERV;232
LAB0062;COLESTEROL TOTAL;UNISERV;100
LAB0063;COLINESTERASA;UNISERV;250
LAB0064;COMPLEMENTO C3;UNISERV;232
LAB0065;COMPLEMENTO C4;UNISERV;232
LAB0066;COMPLEMENTO TOTAL (CH50);UNISERV;780
LAB0067;CONTAJE DE LEUCOCITOS Y PLAQUETAS;UNISERV;120
LAB0068;CONTAJE DE RETICULOCITOS;UNISERV;120
LAB0069;CONTAJE PLAQUETAS;UNISERV;120
LAB0070;COPROCULTIVO;UNISERV;1.100.000,00
LAB0071;CORTISOL 4 PM EN SUERO;UNISERV;583
LAB0072;CORTISOL 8 AM EN SUERO;UNISERV;583
LAB0073;CREATININA;UNISERV;100
LAB0074;CREATININA EN ORINA 24H;UNISERV;200
LAB0075;CREATININA EN ORINA PARCIAL;UNISERV;100
LAB0076;CUERPOS CETONICO EN ORINA;UNISERV;140
LAB0077;CUERPOS CETONICO EN SANGRE;UNISERV;64
LAB0078;CULTIVO DE SECRECION FARINGEA;UNISERV;1.550.000,00
LAB0079;CULTIVO DE SECRECION NASAL;UNISERV;1.550.000,00
LAB0080;CULTIVO DE SECRECION URETRAL;UNISERV;1.550.000,00
LAB0081;CULTIVO DE SECRECION VAGINAL;UNISERV;1.550.000,00
LAB0082;CULTIVO VARIOS Y ANTIBIOGRAMA;UNISERV;1.550.000,00
LAB0083;CURVA FUNCIONAL GLICEMIA 2 HORAS;UNISERV;982.000,00
LAB0084;CURVA FUNCIONAL GLICEMIA 3 HORAS;UNISERV;1.612.000,00
LAB0085;CURVA FUNCIONAL GLICEMIA 4 HORAS;UNISERV;1.925.000,00
LAB0086;CURVA FUNCIONAL GLICEMIA 5 HORAS;UNISERV;2.240.000,00
LAB0087;CURVA FUNCIONAL INSULINA 2 HORAS;UNISERV;2.420.000,00
LAB0088;CURVA FUNCIONAL INSULINA 3 HORAS;UNISERV;3.020.000,00
LAB0089;CURVA FUNCIONAL INSULINA 4 HORAS;UNISERV;3.620.000,00
LAB0090;CURVA FUNCIONAL INSULINA 5 HORAS;UNISERV;4.220.000,00
LAB0091;CURVA FUNCIONAL GLICEMIA/INSULINA 2 HORAS;UNISERV;3.203.000,00
LAB0092;CURVA FUNCIONAL GLICEMIA/INSULINA 3 HORAS;UNISERV;3.995.000,00
LAB0093;CURVA FUNCIONAL GLICEMIA/INSULINA 4 HORAS;UNISERV;4.786.000,00
LAB0094;CURVA FUNCIONAL GLICEMIA/INSULINA 5 HORAS;UNISERV;5.577.000,00
LAB0095;DENGUE DUO AG NS1;UNISERV;720
LAB0096;DENGUE IGG-IGM;UNISERV;9.200,00
LAB0097;DEPURACION DE CREATININA (ORINA 24H);UNISERV;140
LAB0098;DESHIDROGENASA LACTICA (LDH);UNISERV;254
LAB0099;DETECCION CRYPTOSPORIDIUM / GIARDIA / ENTAMOEBA (TRIPLE TEST PARASITARIO);UNISERV;820
LAB0100;DETECCION DE ANTIGENO INFLUENZA AB;UNISERV;872
LAB0101;DIGOXINA;UNISERV;254
LAB0102;DIMERO D;UNISERV;254
LAB0103;DIRECTO HONGOS;UNISERV;150.000,00
LAB0104;DROGAS MULTI (METHAMPHETAMIN,MARIHUANA,MORPH,AMPHET,COCAINA);UNISERV;890
LAB0105;EOSINOFILOS EN MOCO NASAL;UNISERV;120
LAB0106;EOSINOFILOS EN SANGRE;UNISERV;120
LAB0107;EPSTEIN BARR IGG;UNISERV;810
LAB0108;EPSTEIN BARR IGM;UNISERV;149.700,00
LAB0109;ESPERMOCULTIVO;UNISERV;13.000,00
LAB0110;ESTRADIOL;UNISERV;583
LAB0111;EXAMEN DE HECES;UNISERV;140
LAB0112;EXAMEN ORINA COMPLETA;UNISERV;140
LAB0114;F.S.H;UNISERV;583
LAB0115;FACTOR REMATOIDEO CUANTIFICADO (RA TEST);UNISERV;232
LAB0116;FACTOR REUMATOIDE (RA TEST);UNISERV;232
LAB0117;FENITOINA (EPAMIN);UNISERV;583
LAB0118;FENOBARBITAL;UNISERV;796
LAB0119;FERRITINA;UNISERV;583
LAB0120;FIBRINOGENO PLASMATICO;UNISERV;232
LAB0121;FOSFATASA ALCALINA;UNISERV;100
LAB0122;FOSFORO EN ORINA DE 24H;UNISERV;200
LAB0123;FOSFORO EN ORINA PARCIAL;UNISERV;100
LAB0124;FOSFORO SERICO;UNISERV;100
LAB0125;FROTIS EN SANGRE PERIFERICA;UNISERV;120
LAB0126;GAMMA GLUTAMIL TRANSFERASA (GGT);UNISERV;100
LAB0127;GASES ARTERIALES;UNISERV;720
LAB0128;GASES VENOSOS;UNISERV;940
LAB0130;GLICEMIA BASAL;UNISERV;100
LAB0131;PRUEBA FUNCIONAL GLUCOSADA PRE Y POST CARGA;UNISERV;670.000,00
LAB0132;PRUEBA FUNCIONAL GLUCOSADA PRE Y POST PANDRIAL;UNISERV;652.000,00
LAB0133;GONADOTROFINA CORIONICA CUALITATIVA;UNISERV;232
LAB0134;GONADOTROFINA CORIONICA CUANTITATIVA;UNISERV;583
LAB0135;GRASAS (SUDAN II);UNISERV;140
LAB0136;GRUPO SANGUINEO Y FACTOR RH;UNISERV;79
LAB0137;H.I.V PRUEBA RAPIDA;UNISERV;141.000,00
LAB0138;HELICOBACTER PYLORI EN HECES;UNISERV;519.938,00
LAB0139;HELICOBACTER PYLORI IGG;UNISERV;290
LAB0140;HELICOBACTER PYLORI IGM;UNISERV;50.000,00
LAB0141;HEMATOLOGIA COMPLETA;UNISERV;120
LAB0142;HEMOCULTIVO;UNISERV;1.600.000,00
LAB0143;HEMOGLOBINA - HEMATOCRITO;UNISERV;120
LAB0144;HEMOGLOBINA GLICOSILADA A1C;UNISERV;1.510.000,00
LAB0145;"HEPATITIS ""A"" IGG";UNISERV;583
LAB0146;"HEPATITIS ""A"" IGM";UNISERV;583
LAB0147;HERPES SIMPLE I IGG;UNISERV;583
LAB0148;HERPES SIMPLE I IGM;UNISERV;583
LAB0149;HERPES SIMPLE II IGG;UNISERV;232
LAB0150;HERPES SIMPLE II IGM;UNISERV;232
LAB0151;HIERRO SERICO;UNISERV;100
LAB0152;HIV (ELISA);UNISERV;232
LAB0153;HOMOCISTEINA;UNISERV;373
LAB0154;HORMONA DE CRECIMIENTO BASAL;UNISERV;251
LAB0155;INMUNOGLOBULINA A (IGA);UNISERV;232
LAB0156;INMUNOGLOBULINA E (IGE TOTAL);UNISERV;232
LAB0157;INMUNOGLOBULINA G (IGG);UNISERV;232
LAB0158;INMUNOGLOBULINA M (IGM);UNISERV;232
LAB0159;INSULINA BASAL;UNISERV;583
LAB0160;PRUEBA FUNCIONAL INSULINICA PRE Y POST CARGA;UNISERV;1.230.000,00
LAB0161;PRUEBA FUNCIONAL INSULINICA PRE Y POST PANDRIAL;UNISERV;1.210.000,00
LAB0162;INVESTIGACION DE HEMOPARASITOS;UNISERV;120
LAB0163;LE TEST;UNISERV;232
LAB0164;LH.;UNISERV;583
LAB0165;LIPASA;UNISERV;232
LAB0166;LIPIDOS TOTALES;UNISERV;100
LAB0167;LITIO;UNISERV;130
LAB0168;MAGNESIO;UNISERV;100
LAB0169;MARIHUANA;UNISERV;232
LAB0170;MICROALBUMINA EN ORINA 24H;UNISERV;200
LAB0171;MICROALBUMINA ORINA PARCIAL;UNISERV;140
LAB0172;MIOGLOBINA;UNISERV;788
LAB0173;MONOTEST;UNISERV;232
LAB0174;MYCOPLASMA PNEUMONIAE IGM;UNISERV;505.000,00
LAB0175;OSTEOCALCINA;UNISERV;1.000,00
LAB0176;PARATOHORMONA;UNISERV;583
LAB0177;PARVOVIRUS B19 IGM;UNISERV;549
LAB0178;PEPTIDO C;UNISERV;583
LAB0193;PHADEBACT SUERO;UNISERV;232
LAB0194;PNEUMOSLIDE IGM;UNISERV;40.320,00
LAB0195;POOL DE PROLACTINA;UNISERV;250.000,00
LAB0196;POTASIO EN ORINA DE 24H;UNISERV;200
LAB0197;POTASIO EN ORINA PARCIAL;UNISERV;100
LAB0198;POTASIO SERICO;UNISERV;100
LAB0199;PROCALCITONINA;UNISERV;1.370.000,00
LAB0200;PROGESTERONA;UNISERV;583
LAB0201;PROLACTINA;UNISERV;583
LAB0202;PROTEINA C REACTIVA PCR;UNISERV;255,2
LAB0203;PROTEINAS DE BENCE JONE EN ORINA;UNISERV;100
LAB0204;PROTEINAS TOTALES Y FRACCIONADAS;UNISERV;200
LAB0205;PROTENURIA;UNISERV;140
LAB0206;PRUEBA DE COOMBS DIRECTO;UNISERV;72
LAB0207;PRUEBA DE COOMBS INDIRECTO;UNISERV;72
LAB0208;PSA LIBRE;UNISERV;212
LAB0209;PSA TOTAL;UNISERV;212
LAB0210;REACCION DE WIDAL (ANTIG FEBRILES);UNISERV;232
LAB0211;RECUENTO DE POLIMORFONUCLEARES;UNISERV;140
LAB0212;RELACION ACIDO URICO/CREATININA;UNISERV;200
LAB0213;RELACION CALCIO/CREATININA;UNISERV;200
LAB0214;RELACION FOSFORO/CREATININA;UNISERV;200
LAB0216;RUBEOLA IGG;UNISERV;583
LAB0217;RUBEOLA IGM;UNISERV;18.500,00
LAB0218;SANGRE OCULTA EN HECES;UNISERV;140
LAB0219;SARAMPION IGM;UNISERV;263
LAB0220;SEROLOGIA DE HONGOS;UNISERV;682
LAB0221;SEROLOGIA LEPTOSPIRA;UNISERV;232
LAB0222;SEROLOGIA PARA ESCHERICHIA COLI;UNISERV;592
LAB0223;SEROLOGIA PARA SALMONELLA;UNISERV;81.600,00
LAB0224;SINOVIAL CITOQUIMICO DE LIQUIDO;UNISERV;2.000.000,00
LAB0225;SODIO EN ORINA DE 24H;UNISERV;200
LAB0226;SODIO EN ORINA PARCIAL;UNISERV;100
LAB0227;SODIO SERICO;UNISERV;100
LAB0228;T3 LIBRE;UNISERV;583
LAB0229;T3 TOTAL;UNISERV;583
LAB0230;T4 LIBRE;UNISERV;583
LAB0231;T4 TOTAL;UNISERV;583
LAB0232;TEST DE CHAGAS;UNISERV;195.000,00
LAB0233;TESTOSTERONA LIBRE;UNISERV;583
LAB0234;TESTOSTERONA TOTAL;UNISERV;583
LAB0235;TIEMPO DE PROTOMBINA (TP-INR)*;UNISERV;120
LAB0236;TIEMPO DE RETRACCION DEL COAGULO;UNISERV;120
LAB0237;TIEMPO DE SANGRIA DE DUKE;UNISERV;120
LAB0238;TIEMPO PARCIAL DE TROMBOPLASTINA -TPT;UNISERV;120
LAB0239;TINCION DE GRAM;UNISERV;30.000,00
LAB0240;TINCION DE ZIEHL NEELSEN (BK DIRECTO);UNISERV;30.000,00
LAB0241;TINTA CHINA PARA LCR;UNISERV;30.000,00
LAB0242;TIROGLOBULINA;UNISERV;583
LAB0243;TOXOPLASMA GONDII IGG;UNISERV;583
LAB0244;TOXOPLASMA GONDII IGM;UNISERV;583
LAB0245;TRANSAMINASA OXALOACETICA (TGO-AST);UNISERV;100
LAB0246;TRANSAMINASA PIRUVICA (TGP/ALT);UNISERV;100
LAB0247;TRANSFERRINA;UNISERV;232
LAB0248;TRIGLICERIDOS;UNISERV;100
LAB0249;TROPONINA I;UNISERV;254
LAB0251;TSH;UNISERV;583
LAB0252;UREA;UNISERV;100
LAB0253;UROCULTIVO;UNISERV;1.400.000,00
LAB0254;VARICELA ZOSTER IGM;UNISERV;232
LAB0255;VDRL CUALITATIVO;UNISERV;232
LAB0256;VDRL CUANTITATIVO;UNISERV;232
LAB0257;VELOCIDAD DE SEDIMENTACION GLOBULAR;UNISERV;120
LAB0258;VIRUS SINCICIAL RESPIRATORIO IGM/IGG RSV;UNISERV;583
LAB0259;VITAMINA B12;UNISERV;583
LAB0260;ANTICUERPOS ANTINUCLEARES DOBLE DILUSION (1/40 1/60 IFI);UNISERV;375
LAB0261;ELECTROFORESIS DE PROTEINA SANGUINEO;UNISERV;1
LAB0265;ANTICUERPOS ANTIGLIADINA IGG;UNISERV;620
LAB0265;ANTICUERPOS ANTIGLIADINA IGG;UNISERV;620
LAB0266;CRIOAGLUTININAS;UNISERV;1
LAB0270;ANTICUERPOS ANTIGLIADINA IGA;UNISERV;620
LAB0270;ANTICUERPOS ANTIGLIADINA IGA;UNISERV;620
LAB0271;ANTICUERPOS TRANSGLUTAMINASA IGA;UNISERV;583
LAB0272;ANTICUERPOS ANTIENDOMISIO;UNISERV;543
LAB0272;ANTICUERPOS ANTIENDOMISIO;UNISERV;543
LAB0273;ANTICUERPOS TRANSGLUTAMINASA IGG;UNISERV;420
LAB0273;ANTICUERPOS TRANSGLUTAMINASA IGG;UNISERV;420
LAB0277;ANTICUERPO SMITH;UNISERV;302
LAB0288;VARICELA SOFTER;UNISERV;1
LAB0302;SUDAN III;UNISERV;140
LAB0304;PEPTIDO NATRIURETICO AURICULAR;UNISERV;575
LAB0316;CULTIVO DE MICOBATERIAS (CULTIVO BK);UNISERV;40.000,00
LAB0320;CISTICERCO EN LCR (ELISA);UNISERV;0
LAB0325;DETECCION DE INFLUENZA A/B;UNISERV;1
LAB0328;RAST ALIMENTARIOS;UNISERV;1.827,00
LAB0335;ANTI MPO (P ANCA);UNISERV;1.320,00
LAB0337;ANTI PR3 (C ANCA);UNISERV;1.320,00
LAB0344;BETA 2 MICROGLOBULINA (ORINA 24H);UNISERV;140
LAB0345;BETA 2 MICROGLOBULINA (SANGRE);UNISERV;583
LAB0362;VARICELA ZOSTER IGG;UNISERV;477
LAB0363;APOLIPOPROTEINAS B;UNISERV;232
LAB0365;CALCITONINA;UNISERV;291
LAB0373;APOLIPOPROTEINAS A1;UNISERV;232
LAB0385;DIAGNOSTICO DE VASCULITIS;UNISERV;232
LAB0386;BRUCELLA IGM;UNISERV;232
LAB0387;ANTI BETA GLICOPROTEINA IGG;UNISERV;583
LAB0388;ANTI BETA GLICOPROTEINA IGM;UNISERV;583
LAB0408;TEST DE SACAROSA;UNISERV;140
LAB0410;PHADEBACT ORINA;UNISERV;842
LAB0412;PNEUMOCOCOS EN ORINA;UNISERV;420
LAB0416;PCR PARA MYCOPLASMA;UNISERV;353
LAB0418;HEPATITIS C POR ELISA;UNISERV;1.240,00
LAB0419;RAST ALIMENTICIO;UNISERV;2.828,00
LAB0420;RAST PEDIATRICO;UNISERV;2.828,00
LAB0421;RAST INHALANTE;UNISERV;2.828,00
LAB0422;HEPATITIS AUTOINMUNE;UNISERV;945
LAB0424;FTA ABS (ACS. ANTI TREPONEMA PALIDUM);UNISERV;0
LAB0426;LEPTOSPIRA IGM;UNISERV;0
LAB0436;VARICELA ZOSTER IGG;UNISERV;232
